director
Mervyn LeRoy
Christian-Jaque
Jean Negulesco
"Nicholas Ray, Robert Parrish"
Jean Negulesco
Charles Barton
"Josef von Sternberg, Mel Ferrer"
John Paddy Carstairs
Terence Fisher
Felix E. Feist
Alexander Mackendrick
Willy Rozier
Marcel Pagnol
Gordon Douglas
George Cukor
Vladimir Braun
Joseph Pevney
Fred Zinnemann
Curtis Bernhardt
Mervyn LeRoy
John Brahm
Lewis Milestone
John Guillermin
Mario Camerini
Howard Hawks
André Hunebelle
Allan Dwan
John Gilling
John Huston
Anthony Kimmins
John Gilling
Michael Winner
Edward Dmytryk
Henry Koster
William A. Wellman
Robert Parrish
Hugo Fregonese
Leo McCarey
Richard Sale
Ritwik Ghatak
Anthony Mann
Richard Fleischer
Norman Z. McLeod
"Harry Horner, John Beal"
Roy Ward Baker
William Beaudine
Douglas Sirk
Roland af Hällström
André Cayatte
"Henry Hathaway, Howard Hawks"
Yasujirô Ozu
José Luis Sáenz de Heredia
Mikio Naruse
Leigh Jason
R.G. Springsteen
Tay Garnett
Lewis Seiler
Carol Reed
Joseph M. Newman
"Sam Newfield, Ron Ormond"
Ken Annakin
Samuel Fuller
George Cukor
Sidney Salkow
Maclean Rogers
Rudolph Maté
Val Guest
Ismael Rodríguez
Jean-Yves Bigras
Jean Negulesco
Noel Langley
Max Ophüls
Clarence Brown
Joseph M. Newman
Harmon Jones
Richard Thorpe
Luigi Zampa
Ronald Neame
John Ford
Fred C. Brannon
Luciano Emmer
Lesley Selander
Richard Quine
Fritz Lang
Budd Boetticher
Harry Horner
Joseph M. Newman
Lee Sholem
Poul Bang
Julien Duvivier
Joseph H. Lewis
Delmer Daves
Vladimir Petrov
Joseph Kane
Rogelio A. González
Kurt Neumann
Guy Hamilton
Hal Walker
Allan Davis
Giuseppe De Santis
Norman Taurog
Harry Keller
King Vidor
Kenji Mizoguchi
Rudolph Maté
Robert Parrish
George Marshall
Phil Karlson
George Sidney
Sidney Salkow
Gerald Mayer
Hiroshi Inagaki
H. Bruce Humberstone
"Stanley Donen, Gene Kelly"
Sidney Lanfield
Norman Foster
"Aleksandra Snezhko-Blotskaya, Ivan Ivanov-Vano"
Edward Dmytryk
"Henry King, Roy Ward Baker"
Compton Bennett
Irving Brecher
Robert Wise
George Stevens
Kurt Neumann
Riccardo Freda
André De Toth
Stuart Heisler
Henry Koster
Andrew L. Stone
Terence Fisher
Norman Taurog
Roy Del Ruth
Alice O'Fredericks
Ken Annakin
Michael Curtiz
Hugo Haas
Charles Crichton
Mario Soldati
David Miller
David Bradley
Cy Endfield
Bamlet Lawrence Price Jr.
Will Jason
Russell Rouse
Felix E. Feist
Milton H. Bren
Lewis Gilbert
Anthony Pelissier
Steno
"Mario Monicelli, Steno"
John Paddy Carstairs
Herbert Wilcox
Jean Boyer
William Dieterle
Vittorio De Sica
Hugo Fregonese
W. Merle Connell
Erik Blomberg
Sacha Guitry
Michelangelo Antonioni
Elia Kazan
Spencer Gordon Bennet
Henri Decoin
Henry King
Alfred L. Werker
Robert Pirosh
Jacques Tourneur
Edmund Goulding
John Ford
Clarence Brown
David Butler
Andrew Marton
Lewis D. Collins
Terence Fisher
Lewis Seiler
Walter Lang
Arnold Laven
Raoul Walsh
Frederick De Cordova
Don Weis
Mitchell Leisen
Fred C. Brannon
Viktor Gertler
Ragnar Frisk
Luis Buñuel
Fred F. Sears
Roy Rowland
Phil Karlson
Raja Nawathe
Charles Lamont
Charles Lamont
Wolfgang Staudte
George Cukor
Mikhail Romm
Roy Rowland
Julien Duvivier
Don Weis
Clemente Fracassi
Lewis Gilbert
Jesse Hibbs
Richard Quine
Douglas Sirk
Richard Thorpe
Ralph Smart
Fred F. Sears
"Michelangelo Antonioni, Federico Fellini"
Jean Grémillon
Mikio Naruse
Jacques Tourneur
Philip Leacock
Richard Fleischer
Charles Marquis Warren
André Cayatte
Joseph Pevney
Reginald Le Borg
Irving Rapper
Vincente Minnelli
Richard Brooks
Eugène Lourié
Peter Brook
Robert D. Webb
Luis García Berlanga
Fritz Lang
Robert Aldrich
Ida Lupino
Hugo Fregonese
Fritz Lang
Andrew L. Stone
John Farrow
"John Reinhardt, Heinz Rühmann"
Gerald Mayer
David Butler
Miguel M. Delgado
Norman Taurog
David Butler
Walter Lang
Franklin Adreon
Lima Barreto
Lew Landers
Paul Guilfoyle
Thomas Carr
Anthony Kimmins
Arthur Hilton
Jean Sacha
Roy Kellino
Gordon Douglas
Mauro Bolognini
Budd Boetticher
John H. Auer
Harmon Jones
Edward Bernds
Fred M. Wilcox
Frederick De Cordova
Edward Buzzell
William Castle
Don Siegel
Lesley Selander
Alexander Mackendrick
Charles Frend
Joseph H. Lewis
Ralph Smart
Juan Antonio Bardem
Phil Tucker
Joseph M. Newman
"Charles Walters, Joseph Barbera"
Ralph Thomas
Stephen Clarkson
Hugo Fregonese
Joseph Pevney
Robert Wise
H. Bruce Humberstone
Compton Bennett
Robert Wise
Alfred L. Werker
Bimal Roy
Anton Giulio Majano
Giuseppe Amato
Felix E. Feist
Lesley Selander
"Ray Enright, Edoardo Anton"
Sidney Sheldon
Mario Mattoli
Budd Boetticher
Charles Walters
Alfred E. Green
Henri Verneuil
Heinosuke Gosho
"Juan Antonio Bardem, Luis García Berlanga"
John Sturges
Joseph Kane
Godfrey Grayson
Alice O'Fredericks
Henry Levin
John Sturges
Gordon Parry
Stanley Kubrick
Kurt Hoffmann
Lesley Selander
Anthony Asquith
Charles Marquis Warren
Alice O'Fredericks
Rudolph Maté
Irving Rapper
Lesley Selander
William Castle
Lesley Selander
Terence Fisher
Arthur Lubin
Fred Zinnemann
Mikio Naruse
Shirô Toyoda
Pietro Germi
Henry Cornelius
Howard Hawks
Kenji Mizoguchi
Richard Sale
Richard Thorpe
"Alvin Ganzer, F. Hugh Herbert"
Stanley Donen
Maxwell Shane
Jack Arnold
Edward D. Wood Jr.
Robert D. Webb
Nathan Juran
Robert Z. Leonard
Sidney Gilliat
Lloyd Bacon
Ray Nazarro
Raoul Walsh
Nathan Juran
Ingmar Bergman
Don Weis
Claude Binyon
T.J. Särkkä
Hideo Sekigawa
"Byron Haskin, Burt Lancaster"
Kurt Hoffmann
John Farrow
George Marshall
Maurice Elvey
André De Toth
Michael Anderson
Jean Negulesco
Alfred Hitchcock
Lloyd Bacon
Don Weis
Harry Essex
Luis Buñuel
"Mario Monicelli, Steno"
Roy Ward Baker
William A. Wellman
Jack Arnold
Joseph Pevney
Sidney Salkow
Harold D. Schuster
William Beaudine
Lewis R. Foster
Joel Newton
John Sturges
Teinosuke Kinugasa
Robert Gordon
Edward Dmytryk
Marc Allégret
Joseph L. Mankiewicz
Ray Nazarro
"Vakhtang Tabliashvili, Shalva Gedevanishvili"
Harmon Jones
Spencer Gordon Bennet
Henry King
George Sidney
Richard Thorpe
Mikhail Romm
Jean-Pierre Melville
William A. Seiter
Wolf Rilla
Alfred L. Werker
Mervyn LeRoy
Nathan Juran
Raoul Walsh
Ville Salminen
Alexander Hall
Charles Walters
Cy Endfield
Raoul Walsh
George Seaton
"Ray Ashley, Morris Engel"
Philip Leacock
George Sherman
Edward Bernds
Charles Crichton
Charles Lamont
Max Ophüls
"Milton Krims, Vittorio Vassarotti"
"Curt Siodmak, Herbert L. Strock"
Brian Desmond Hurst
Carol Reed
Harold French
Budd Boetticher
Lew Landers
Elia Kazan
Wolf Rilla
Giuseppe De Santis
Irving Pichel
William Keighley
Aleksandr Rou
William Cameron Menzies
Anthony Pelissier
"Ron Ormond, Herbert Tevos"
Ronald Neame
Curtis Bernhardt
Fred F. Sears
Rudolph Maté
Henry Levin
George Marshall
Roy Rowland
Roberto Bianchi Montero
Francis Searle
Rolf Husberg
Bernard Borderie
Ewald André Dupont
Fred F. Sears
Anthony Asquith
Delmer Daves
Henry Hathaway
Keisuke Kinoshita
Charles Bennett
George Marshall
Hugo Haas
John Guillermin
"Yves Allégret, Rafael E. Portas"
Luigi Comencini
Terence Young
Bimal Roy
Alfred E. Green
Bernard Knowles
Ville Salminen
Armand Lohikoski
Anthony Pelissier
"Clyde Geronimi, Wilfred Jackson"
W. Lee Wilder
Samuel Fuller
"Ford Beebe, Saul A. Goodkind"
John Farrow
Jerry Hopper
Louis King
Henry Levin
Richard L. Bare
Edward Bernds
Richard Talmadge
Mario Soldati
Thomas Engel
Sidney Salkow
John Gilling
Emilio Fernández
Don Weis
Mark Robson
John Farrow
"Richard Carlson, Herbert L. Strock"
Harold French
Henry Koster
Phil Tucker
William Wyler
Jacques Becker
Albert Lewin
Louis King
Aleksandr Ptushko
Ford Beebe
Roy Boulting
Henri-Georges Clouzot
William Dieterle
Joseph Kane
Edward Ludwig
Spencer Gordon Bennet
Jean Negulesco
George Marshall
"Sica Alexandrescu, Victor Iliu"
Raoul Walsh
Rudolph Maté
Dino Risi
Budd Boetticher
William Castle
Richard Vernon
George Stevens
Nirmal Dey
Gordon Douglas
Robert Parrish
"Gianni Franciolini, Alfredo Guarini"
Michelangelo Antonioni
Harmon Jones
Richard Quine
Don Weis
László Kardos
Robert Wise
Gordon Douglas
Antonio Pietrangeli
Norman Foster
Ingmar Bergman
Reg Browne
Arthur Lubin
Jack Lee
Terence Fisher
Alberto Lattuada
Dick Powell
Basil Dearden
Billy Wilder
Lee Sholem
Arthur Lubin
Vittorio De Sica
Ewald André Dupont
Gunther von Fritsch
Arne Sucksdorff
"Vincente Minnelli, Gottfried Reinhardt"
André De Toth
Muriel Box
John Ford
Ken Annakin
Douglas Sirk
Richard Brooks
Kurt Neumann
"Alessandro Blasetti, Paul Paviot"
Montgomery Tully
John Huston
Robert Vernay
W. Merle Connell
Lewis Milestone
Lewis R. Foster
Roy Del Ruth
Anthony Mann
André De Toth
Charles Vidor
Marcel Carné
Leni Riefenstahl
Ted Tetzlaff
"René Delacroix, Gratien Gélinas"
Jean Negulesco
Charles Crichton
Yasujirô Ozu
Mitchell Leisen
"Alfred E. Green, Albert Zugsmith"
Charles Walters
Raffaello Matarazzo
Lew Landers
Jacques Becker
Luigi Comencini
"Delmer Daves, Otto Preminger"
André Hunebelle
Lewis R. Foster
Michael Curtiz
John Paddy Carstairs
Herbert Wilcox
Mikio Naruse
Nathan Juran
Mario Mattoli
Jack Lee
Arch Oboler
Kenji Mizoguchi
Anatole Litvak
Steno
Jacques Tati
William Berke
Edward Ludwig
Sergei Yutkevich
Frantisek Cáp
Roberto Rossellini
Arnold Laven
Harry Horner
"Gianni Franciolini, Vittorio De Sica"
Walter Strate
Federico Fellini
Lloyd Bacon
George Sherman
Lesley Selander
Byron Haskin
J. Lee Thompson
Hans Deppe
Henry Hathaway
Norman Dawn
Michael Anderson
Budd Boetticher
Allan Dwan
Gordon Parry
J. Lee Thompson
George Sidney
Paul May
Richard Fleischer
Guru Dutt
Miguel M. Delgado
Luis Buñuel
Daniel Mann
Giorgio Simonelli
Don Weis
Jean Loubignac
Marcel Carné
Jerry Hopper
Jacques Becker
Mehboob Khan
Steno
"Mario Chiari, Pietro Germi"
Josef von Sternberg
"Yakov Bazelyan, Sergei Parajanov"
George More O'Ferrall
Isidor Annensky
Robert Aldrich
Lesley Selander
Richard Thorpe
Leslie H. Martinson
Pietro Francisci
Wolfgang Liebeneiner
Anthony Kimmins
Hugo Haas
Lewis Seiler
Lance Comfort
Mikio Naruse
Joseph L. Mankiewicz
William Castle
Muriel Box
Stuart Heisler
Curtis Bernhardt
Frank Launder
Laslo Benedek
Gottfried Reinhardt
Ray Nazarro
Jesse Hibbs
Tay Garnett
Wolf Rilla
Rudolph Maté
Hugo Fregonese
Nunnally Johnson
Terence Fisher
Claude Autant-Lara
Francis D. Lyon
Iosif Kheifits
Prakash Arora
George Sherman
André De Toth
Edward Bernds
Michael Curtiz
Mark Robson
Edward Dmytryk
John Farrow
Edward Dmytryk
Alfred Weidenmann
Lee Sholem
Lew Landers
Otto Preminger
Kurt Neumann
Ettore Giannini
Norman Z. McLeod
Allan Dwan
Anthony Asquith
Kenji Mizoguchi
David Butler
John Eldridge
George Seaton
Jack Arnold
"John Boulting, Roy Boulting"
André De Toth
Carlo Lizzani
John Guillermin
Mark Stevens
Michael Anderson
Louis King
George Sherman
Stanley Donen
Douglas Peirce
Delmer Daves
Henry Koster
Thomas Carr
George Marshall
David MacDonald
Henri-Georges Clouzot
Alfred Hitchcock
"Dennis O'Keefe, Montgomery Tully"
Charles Crichton
Ralph Thomas
R.G. Springsteen
Arnold Laven
Jack Webb
Richard Quine
Delmer Daves
Nathan Juran
George Marshall
Michael Curtiz
William Dieterle
Robert A. Stemmle
Rogelio A. González
Robert Wise
Alice O'Fredericks
"John Ireland, Edward Sampson"
Robert Hamer
Cy Roth
Richard Sale
Richard Brooks
Kurt Hoffmann
J. Lee Thompson
Harold French
Richard Carlson
Arthur Lubin
Jean Renoir
Lloyd Bacon
Henry Levin
Henry Hathaway
Maurice Elvey
Sergey Vasilev
"Giuseppe De Santis, Leopoldo Savona"
Steno
Roberto Rossellini
Renato Castellani
Anthony Mann
James Wong Howe
Herbert L. Strock
Ishirô Honda
Ford Beebe
Lewis Gilbert
Harmon Jones
Robert Siodmak
Duilio Coletti
Andrew Marton
Stig Olin
Andrew Marton
Aldo Fabrizi
George More O'Ferrall
Ken Hughes
Mark Robson
Samuel Fuller
John H. Auer
Robert Z. Leonard
Alexander Mackendrick
William A. Wellman
Nathan Juran
Matti Kassila
David Lean
Jacqueline Audry
Fritz Lang
Joseph M. Newman
Poul Bang
Cy Endfield
Guy Hamilton
Henri Decoin
George Cukor
Edward D. Wood Jr.
Otakar Vávra
Don 'Red' Barry
Edward Ludwig
George Sherman
Nicholas Ray
Joseph Kane
Edward Bernds
Lee Sholem
Ford Beebe
W. Lee Wilder
David Butler
"Melvin Frank, Norman Panama"
György Révész
Richard Brooks
William Castle
Charles Frend
Ingmar Bergman
Helmut Käutner
Paul Guilfoyle
Károly Makk
Norman Taurog
Ray Nazarro
Byron Haskin
Victor Saville
Vincente Minnelli
Harold D. Schuster
Jack Donohue
Helmut Käutner
Charles Lamont
Ralph Thomas
John Brahm
Douglas Sirk
William A. Seiter
Robert Rossen
Hugo Fregonese
Kurt Neumann
Julien Duvivier
Mario Mattoli
Charles Saunders
Val Guest
Andrew Marton
Fred F. Sears
Rogelio A. González
Mario Mattoli
Eugene Frenke
René Clément
Wyott Ordung
Henri Verneuil
Ernst Marischka
Jerry Hopper
Byron Haskin
Christian-Jaque
Raffaello Matarazzo
Leslie Norman
Nunnally Johnson
Keisuke Kinoshita
Luis García Berlanga
Jean Delannoy
Elia Kazan
John Paddy Carstairs
Keisuke Kinoshita
David Paltenghi
Vittorio De Sica
Heinosuke Gosho
Hugo Haas
Basil Dearden
William Witney
Fred F. Sears
Montgomery Tully
Luigi Comencini
Jean-Paul Le Chanois
William Beaudine
Allan Dwan
Roberto Rossellini
Armand Lohikoski
Roy Del Ruth
Mark Robson
Gilles Grangier
Henry Hathaway
Harmon Jones
Andrew Marton
Don Siegel
Mario Monicelli
Robert Parrish
Richard Quine
Vernon Sewell
Hugo Fregonese
Jesse Hibbs
Basil Dearden
Benito Alazraki
Alfred Hitchcock
"Alfredo B. Crevenna, Emilio Fernández"
George Marshall
Jean Dréville
Lesley Selander
Ewald André Dupont
Charles Vidor
Jesse Hibbs
André De Toth
"James Edward Grant, William A. Wellman"
Don Siegel
Guy Green
"Otto Preminger, Jean Negulesco"
Roy Rowland
Luigi Zampa
Mervyn LeRoy
Claude Autant-Lara
Val Guest
Luis Buñuel
Billy Wilder
Seymour Friedman
Herbert J. Biberman
Kenji Mizoguchi
William Castle
Raoul Walsh
Rolf Hansen
Lewis Gilbert
Jerry Hopper
Franco Rossi
Ken Annakin
Luchino Visconti
Stanley Donen
Frank Lloyd
Lloyd Bacon
Akira Kurosawa
"Howard W. Koch, Edmond O'Brien"
Sacha Guitry
Rudolph Maté
Douglas Sirk
Victor Saville
Allan Dwan
Matti Kassila
Sidney Salkow
Joseph Losey
W. Lee Wilder
Richard Quine
Ray Nazarro
George Cukor
Walter Doniger
Federico Fellini
Burt Balaban
"Siko Dolidze, Levan Khotivari"
Richard Thorpe
Annelise Reenberg
Lewis Allen
Frank Tashlin
André De Toth
Sherman A. Rose
Chetan Anand
Douglas Sirk
Wendy Toye
Fred M. Wilcox
Riccardo Freda
Vernon Sewell
Helmut Käutner
Gordon Douglas
Walter Lang
Phil Karlson
Joseph M. Newman
"David Eady, George More O'Ferrall"
Jean Negulesco
Alfred L. Werker
Joseph Pevney
Henry Levin
Muriel Box
Lee Sholem
Motoyoshi Oda
Mario Zampi
Abel Gance
Camillo Mastrocinque
William A. Wellman
David Miller
"Aleksandr Ivanovsky, Nadezhda Kosheverova"
Franz Schnyder
Mario Camerini
Terence Fisher
Kenji Mizoguchi
Robert Pirosh
Poul Bang
Robert Aldrich
Mikhail Kalatozov
Harry Watt
Michael Curtiz
John Gilling
Reginald Le Borg
Russell Rouse
Laslo Benedek
Roy Rowland
Jean Negulesco
Robert Aldrich
Mikio Naruse
Joseph Pevney
Jesse Hibbs
Lesley Selander
Gordon Douglas
Ragnar Frisk
John Berry
Paul May
Paul May
Falk Harnack
Charles Lamont
Ralph Thomas
Giorgio Bianchi
Edward Buzzell
Douglas Sirk
J. Lee Thompson
Marc Allégret
Henri Verneuil
William Castle
Michelangelo Antonioni
Franco Rossi
Alan Bromly
Raffaello Matarazzo
"Joy Batchelor, John Halas"
Roger Corman
Luigi Zampa
Frank Tashlin
J. Lee Thompson
Alfred L. Werker
John Sturges
Guy Lefranc
Raoul Walsh
Herbert L. Strock
"Mitchell Leisen, Richard Thorpe"
Luigi Comencini
Mario Camerini
John Brahm
Valentine Davies
Federico Fellini
W. Lee Wilder
Joseph H. Lewis
Howard W. Koch
Robert Aldrich
Richard Brooks
"William A. Wellman, John Wayne"
Jean-Pierre Melville
Semyon Timoshenko
Luigi Filippo D'Amico
Edward D. Wood Jr.
Blake Edwards
Lewis Allen
Jean Delannoy
Douglas Sirk
Anthony Asquith
Luis Buñuel
Fred F. Sears
Karel Zeman
Hans Quest
Fred F. Sears
George Sherman
Tomu Uchida
Wolfgang Staudte
Vincente Minnelli
Guy Hamilton
Byron Haskin
Sidney Gilliat
Domenico Paolella
George Sherman
Otto Preminger
Lewis R. Foster
Edward L. Cahn
Nathan Juran
Francis D. Lyon
Jean Negulesco
Henry Levin
John Parker
Norman Foster
Anatole Litvak
Iosif Kheifits
Henri Verneuil
Lesley Selander
William Wyler
Domenico Paolella
Poul Bang
Ernst Marischka
Bimal Roy
Spencer Gordon Bennet
Jean Georgescu
Ralph Thomas
Carmine Gallone
Mario Soldati
Robert Z. Leonard
Kurt Hoffmann
Jules Dassin
Vladimir Vengerov
Elia Kazan
Edward Dmytryk
Luis Buñuel
Mario Monicelli
Georg Wilhelm Pabst
Philip Leacock
Allan Dwan
John H. Auer
Anthony Mann
Rudolph Maté
Alice O'Fredericks
Joseph Pevney
Jean Devaivre
Harold D. Schuster
Phil Karlson
Roger Corman
Edward Ludwig
Arthur Lubin
Lesley Selander
Joseph Pevney
Arthur Lubin
Marc Allégret
Julien Duvivier
Gilles Grangier
Richard Sale
Frank Launder
Allen H. Miner
Robert Pirosh
Richard Fleischer
Thorold Dickinson
Montgomery Tully
Charles Walters
"Motoyoshi Oda, Ishirô Honda"
Henry Koster
Bob McNaught
René Clair
William Castle
Joseph L. Mankiewicz
William Witney
Franz Schnyder
Frank Tuttle
Phil Karlson
William Beaudine
Helmut Käutner
José Luis Sáenz de Heredia
Roy Rowland
Samuel Fuller
Nunnally Johnson
Yves Ciampi
Henry Cornelius
Stuart Heisler
Daniel Mann
Kurt Hoffmann
Akira Kurosawa
Lewis Allen
André Hunebelle
André De Toth
Mauro Bolognini
Rogelio A. González
Curtis Bernhardt
Guy Hamilton
Matti Kassila
Robert Gordon
"Stanley Donen, Gene Kelly"
Herman Hoffman
William Beaudine
Otakar Vávra
Charles Chauvel
Ken Hughes
William Fairchild
Roy Boulting
Delmer Daves
David Butler
Charles S. Gould
George Sidney
Ishirô Honda
Burt Lancaster
Carol Reed
Armand Lohikoski
Stanley Kubrick
Laslo Benedek
Bert I. Gordon
"Robert Z. Leonard, Hugo Fregonese"
"Vincente Minnelli, Stanley Donen"
Robert Aldrich
Joseph M. Newman
Kon Ichikawa
Ingmar Bergman
Zoltán Fábri
Arthur Lubin
"Clyde Geronimi, Wilfred Jackson"
Alexander Mackendrick
Howard Hawks
Frank Lloyd
Joseph H. Lewis
Edward Dmytryk
Herbert Wilcox
Georg Wilhelm Pabst
"Harry Horner, Rafael Portillo"
Roberto Gavaldón
Max Ophüls
Stuart Heisler
John Ford
Ford Beebe
Guy Green
"Henry King, Otto Lang"
Charles Vidor
Robert Parrish
Rolf Husberg
Georges Lacombe
"Tengiz Abuladze, Rezo Chkheidze"
Letif Safarov
Lee Sholem
Budd Boetticher
Cyril Frankel
Fernando Fernán Gómez
Ray Milland
Henry Koster
Harold French
Richard Wilson
King Vidor
Jack Arnold
Anthony Mann
John Paddy Carstairs
Otto Preminger
Roy Rowland
Gerald Mayer
Claude Autant-Lara
Jean Delannoy
Delbert Mann
William Castle
Mark Donskoy
Alexandre Astruc
Anatoliy Granik
Gordon Douglas
"John Ford, Mervyn LeRoy"
Victor Iliu
Fritz Lang
Guru Dutt
Juan Antonio Bardem
Edgar G. Ulmer
Richard Quine
Wolfgang Schleif
Edgar G. Ulmer
Maxwell Shane
Sacha Guitry
William Castle
Russell Rouse
Andrew L. Stone
Charles Laughton
Franklin Adreon
Keisuke Kinoshita
Stanley Kramer
"Michael Powell, Emeric Pressburger"
Fred Zinnemann
Jerry Hopper
Carl Theodor Dreyer
Sergei Yutkevich
Noel Langley
Al Lewis
Aleksandr Faintsimmer
Mauricio de la Serna
Franklin Adreon
Roy Ward Baker
Satyajit Ray
Allan Dwan
Alessandro Blasetti
José Antonio Nieves Conde
Armand Lohikoski
Armand Lohikoski
Jack Webb
Phil Karlson
Steno
Joshua Logan
Felix E. Feist
Agnès Varda
Andrzej Wajda
Guy Green
Philip Dunne
Peter Glenville
Jerry Hopper
Mark Robson
Henri Decoin
Richard Thorpe
H. Bruce Humberstone
Erik Balling
Ranald MacDougall
Richard Thorpe
Gianni Franciolini
Henry Hathaway
Valerio Zurlini
Tim Whelan
Jean Negulesco
Robert Siodmak
Henri Decoin
Nicholas Ray
Pedro L. Ramírez
Jack Arnold
Joseph Kane
Sidney Salkow
Daniel Mann
Nicholas Ray
Nelson Pereira dos Santos
Frank Ferrin
Hiroshi Inagaki
William Witney
Francesco Maselli
John Sturges
Erich Kobler
John Farrow
George Marshall
Earl Bellamy
Charles Marquis Warren
Robert D. Webb
Melville Shavelson
Billy Wilder
Edward Dein
Kenji Mizoguchi
Basil Dearden
Lesley Selander
Raj Kapoor
José Ferrer
Sacha Guitry
Camillo Mastrocinque
Brian Desmond Hurst
Muriel Box
Gordon Douglas
Ernst Marischka
Joseph Pevney
Jerry Hopper
Ivan Lukinsky
Edward Dmytryk
Ingmar Bergman
Ted Tetzlaff
André Michel
Jesse Hibbs
Edward Bernds
Jerry Hopper
Michael Cacoyannis
"Zoltan Korda, Terence Young"
Mervyn LeRoy
Jacques Tourneur
Anthony Mann
Hubert Cornfield
Noel Langley
Roger Corman
Lesley Selander
Raoul Walsh
Jack Arnold
Ladislao Vajda
Harmon Jones
Harold D. Schuster
Fred F. Sears
H. Bruce Humberstone
Charles Walters
Allan Dwan
Tim Whelan
Terence Young
H.C. Potter
Phil Karlson
Joseph Kane
Alfred Hitchcock
Jesse Hibbs
Robert Hamer
Ray Nazarro
Mario Monicelli
Michael Truman
George Sherman
Mark Robson
Alfred Hitchcock
Edvin Laine
Mikio Naruse
Franz Schnyder
Hall Bartlett
John Sturges
Henry King
Ken Annakin
Philip Dunne
Rudolph Maté
Richard Fleischer
Henry Koster
Michael Curtiz
Hans Quest
Robert D. Webb
Jacques Tourneur
George More O'Ferrall
Lewis Seiler
Fred F. Sears
R. John Hugh
Kenji Mizoguchi
Norman Taurog
Ragnar Frisk
Michael Anderson
Henry Hathaway
Joseph Kane
Kenji Mizoguchi
Robert Rossen
David MacDonald
Norman Krasna
Robert Lewis
Satyajit Ray
"Michael Anderson, John Farrow"
Ken Hughes
Robert Aldrich
Robert Aldrich
"Gérard Philipe, Joris Ivens"
Joseph Pevney
Elia Kazan
Jay Lewis
John Farrow
John Sturges
Mervyn LeRoy
Camillo Mastrocinque
Richard Fleischer
Lewis Seiler
"Michael Powell, Emeric Pressburger"
"David Kramarsky, Roger Corman"
"Edward Nassour, Ismael Rodríguez"
Michael Curtiz
Richard Fleischer
George Marshall
Fritz Lang
George Cukor
John Paddy Carstairs
Luciano Emmer
Nicholas Ray
Norman Taurog
Kon Ichikawa
Reginald Le Borg
Brian Desmond Hurst
Charles Marquis Warren
Earl Bellamy
J. Lee Thompson
"Lewis R. Foster, Mickey Rooney"
Miguel M. Delgado
Byron Haskin
Henry Hathaway
Ken Hughes
Gerd Oswald
Irving Rapper
Lesley Selander
Norman Taurog
Paul Wendkos
Stuart Heisler
Joshua Logan
Raj Khosla
Luis García Berlanga
Juan Antonio Bardem
Richard Pottier
Harmon Jones
Henry King
Jean-Paul Le Chanois
Richard Brooks
Michel Boisrond
Ralph Thomas
"Cy Endfield, Cy Endfield"
Anant Thakur
Jerzy Kawalerowicz
José Ferrer
André Hunebelle
George Sherman
R.G. Springsteen
Russell Birdwell
Joseph Pevney
Dick Powell
Carlo Ludovico Bragaglia
"Melvin Frank, Norman Panama"
Jean Boyer
Jean Yarbrough
John Sherwood
Lee Sholem
Georges Lampin
Don Siegel
Frank Tuttle
Curt Siodmak
Henry Koster
Lewis R. Foster
Charles Barton
"Albert C. Gannaway, Ismael Rodríguez"
Norman Foster
Harmon Jones
Roger Corman
Ken Hughes
Charles Martin
David Miller
Edward Bernds
Karel Steklý
"Leonid Gaidai, Valentin Nevzorov"
France Stiglic
Fred F. Sears
Mario Monicelli
Maurice Elvey
Yan Frid
Fred F. Sears
George Sidney
Jean Renoir
Marc Allégret
Rogelio A. González
William Fairchild
Muriel Box
Alice O'Fredericks
Russell Rouse
Bruno VeSota
Pietro Germi
George Blair
"Joseph Losey, Alec C. Snowden"
Byron Haskin
Arthur Lubin
Edward L. Cahn
Joseph M. Newman
Fred M. Wilcox
Sheldon Reynolds
Alexander Hall
Alessandro Blasetti
Charles Lamont
William Wyler
W. Lee Wilder
Sam Newfield
Richard Quine
Fred F. Sears
Curtis Bernhardt
John Gilling
"Francis Searle, Terence Fisher"
Richard Murphy
René Clément
George Stevens
Frank Tashlin
David Butler
Edward L. Cahn
David Butler
William A. Wellman
Herman Hoffman
Jacques Tourneur
Francis D. Lyon
José Ferrer
Mauro Bolognini
Sidney Salkow
Abner Biberman
Andrew V. McLaglen
Roger Corman
Georg Tressler
Zoltán Fábri
Mark Robson
Helmut Käutner
Blake Edwards
Robert Wise
Julian Amyes
John Gilling
Charles Walters
Philip Dunne
Volker von Collande
Allan Dwan
Frank Tashlin
Vernon Sewell
Maurice Régamey
Nicholas Ray
Don McDougall
Leslie H. Martinson
Jean Yarbrough
Guy Green
William Castle
Richard Talmadge
"Michael Powell, Emeric Pressburger"
Aleksandr Ptushko
Jack Pollexfen
Don Siegel
"Gene Kelly, Joseph Barbera"
Ralph Thomas
Roger Corman
Cyril Frankel
Roy Ward Baker
"Amit Mitra, Sombhu Mitra"
Don McGuire
Andrew L. Stone
Pierre Billon
Tapan Sinha
Hasse Funck
Eldar Ryazanov
Carl K. Hittleman
Charles Lamont
Budd Boetticher
Stanley Kubrick
Raoul Walsh
Walter Lang
Gerd Oswald
Michael Cacoyannis
Pedro L. Ramírez
Fernando Méndez
"Riccardo Freda, Mario Bava"
Anthony Mann
Richard Brooks
