imdb_title_id,companies
61881,Magyar Televízió
61882,Nikkatsu
61883,Odessa Film Studios
61884,Studio Hraných Filmov Bratislava
61891,Naranjo-Campos Menendez
61892,Ágata Films S.A.
61893,Metro-Goldwyn-Mayer (MGM)
61894,Paramount Pictures
61906,Nucleo Daiano Film
61912,Avala Film
61916,The Rank Organisation
61917,Universal Television
61922,Four Leaf Productions
61927,Jalem Productions
61931,Embassy Pictures
61933,Jolly Film
61934,Documento Film
61938,The Rank Organisation
61945,"ZRF ""Rytm"""
61952,Filmes Cinematografica
61954,Office de Radiodiffusion Télévision Française (ORTF)
61955,Les Films du Carrosse
61956,Cyclone
61957,Nordisk Film
61960,George-Granat Productions
61971,Toho Company
61972,Lau Lauritzen Film
61974,Prasad Productions Pvt. Ltd.
61976,Sumuru Films
61977,Pedro Masó Producciones Cinematográficas
61978,Saga Studio
61980,Boxoffice International Pictures (BIP)
61981,Eureka Films
61982,Parnass Film
61989,Walt Disney Productions
61992,Rob Houwer Productions
61994,Summa Cinematografica
61995,Cinecidi
61996,Argos Films
62006,Seven Arts Productions
62009,Sozosha
62012,FJ-Filmi
62016,Andy Warhol Films
62022,Rialto Film
62024,Allianz Filmproduktion
62026,Dovzhenko Film Studios
62029,Artanis Productions
62032,Aquila Film Enterprises
62035,Leda Films Productions S.L.
62036,
62037,Planet Film Productions
62041,Toho Company
62042,Sozosha
62044,Sozosha
62047,Documento Film
62048,Filmové studio Barrandov
62054,Filmska Radna Zajednica (FRZ)
62055,Andy Warhol Films
62057,Merry Film
62060,Be-Ya Film
62065,West Film
62067,Seven Arts Productions
62069,Wakamatsu Production
62078,Produzione D.S. (Dario Sabatello)
62080,Ultra Film
62082,GIA Società Cinematografica
62083,Gaumont International
62089,Filmways
62092,Gafer
62094,Harold Goldman Associates
62099,Da.Ma. Cinematografica
62108,Clasa Films Mundiales
62112,Compton Films
62113,Elías Querejeta Producciones Cinematográficas S.L.
62114,Zenith Cinematografica
62117,Universal Pictures
62120,Les Films Corona
62129,Argentina Sono Film S.A.C.I.
62130,
62132,Cinematográfica Pelimex
62133,Associated London Films
62136,Specta Films
62137,Athos Films
62138,Metro-Goldwyn-Mayer (MGM)
62141,Vic Films Productions
62150,Seven Arts Productions
62151,B.R.C. Produzione S.r.l.
62153,Panpiper Productions
62155,John Heyman/Peter Watkins Production
62157,Colt Produzioni Cinematografiche
62159,Compton Films
62164,Groskopf
62165,Filmituotanto Spede Pasanen
62168,Hammer Films
62174,Compagnia Cinematografica Champion
62177,Vijaya International
62179,G.V. Cinematografica
62181,Arte France Cinéma
62185,Warner Bros./Seven Arts
62193,American General Pictures
62194,King Brothers Productions
62198,Universal Pictures
62203,Sam Katzman Productions
62204,Gaumont International
62205,B.R.C. Produzione S.r.l.
62207,Oakhurst Productions
62212,Renacimiento Films
62218,Martin Rackin Productions
62225,Woodfall Film Productions
62228,"Zespol Filmowy ""Iluzjon"""
62229,Compagnie Industrielle et Commerciale Cinématographique (CICC)
62231,
62232,Toho Company
62235,Constantin Film
62242,Fono Roma
62245,
62251,Jolly Film
62259,Lion Dog
62262,Proteus Films
62266,Seven Arts Productions
62271,Dear Film Produzione
62276,Svensk Filmindustri (SF)
62277,Avala Film
62279,Nordisk Film
62281,Partisan Productions
62285,Grey Films
62288,Hur-Lew Productions
62290,Filmayer
62292,Toby Tenser Films
62293,Ager Cinematografica
62298,William Castle Productions
62301,Los Altos Productions
62306,Svensk Filmindustri (SF)
62310,Dino de Laurentiis Cinematografica
62317,
62319,Liber Film
62322,Hitit
62323,
62334,Uni-Bet Productions
62338,MAFILM Stúdió 3
62341,Banner Productions (II)
62345,Creative Film Enterprises Inc.
62347,Cinegai S.p.A.
62350,Pacific Cinematografica
62352,Difilm
62355,Amicus Productions
62357,Alcinter
62358,Pennea Productions Ltd.
62360,Amicus Productions
62362,Ross Hunter Productions
62363,Jules Verne Films Ltd.
62365,American International Pictures (AIP)
62366,Les Cinéastes Associés
62369,Elan Productions
62370,Fair Film
62373,Columbia Pictures
62376,Columbia Pictures
62377,Universal Pictures
62380,Arcola Pictures
62384,Columbia Pictures
62385,Rivamarsh
62391,Selenia Cinematografica
62393,Kinostudiya imeni M. Gorkogo
62395,American International Pictures (AIP)
62407,Stanley Donen Films
62411,Shochiku
62412,Carlo Ponti Cinematografica
62413,Castor Film
62414,Laser Film Corporation
62416,Les Productions Artistes Associés
62424,Regalfilm
62425,Park Place Production
62426,BHE Films
62428,Lenfilm Studio
62429,Fida Cinematografica
62432,Jerry Thorpe Productions
62433,Productores Argentinos Asociados
62434,Cam-Scope Pictures
62443,Hammer Films
62445,Metro-Goldwyn-Mayer (MGM)
62446,Les Films ABC
62452,Les Films Ariane
62453,Luch
62455,Mosfilm
62456,Mosfilm
62457,Nouvelles Éditions de Films (NEF)
62461,Avala Film
62463,Homeric Films Ltd.
62466,Embassy Pictures
62467,Warner Bros.
62472,Batjac Productions
62473,Bob Banner Associates
62477,Geoffrey Productions
62479,Harold Hecht Productions
62480,Comacico
62482,Metro-Goldwyn-Mayer (MGM)
62483,Franz Seitz Filmproduktion
62485,P.P. Film Polski
62490,Columbia Pictures
62493,Comet
62502,Joseph E. Levine Productions
62508,Lenfilm Studio
62512,Eon Productions
62516,Universal Pictures
62518,Daiei Studios
62519,Cairo Films
62523,Lenfilm Studio
62524,
62527,Peter Schamoni Film
62529,P.P. Film Polski
62533,Filmayer
62534,"Films du Quadrangle, Les"
62618,Documento Film
62619,Swedish Film Production (SFP)
62622,Metro-Goldwyn-Mayer (MGM)
62625,Walter Shenson Productions
62626,Hal Wallis Productions
62633,Carlton Continental
62636,Jolly Film
62637,Nike Cinematografica
62639,Greenwich Film Productions
62640,S.V. Films
62645,Roxy Film
62649,Miron
62652,Società Ambrosiana Cinematografica (SAC)
62656,Compagnia Cinematografica Champion
62657,Columbia Pictures
62659,Fida Cinematografica
62663,Cocinor
62666,Circus Film
62669,American International Pictures (AIP)
62671,Associated British-Pathé
62673,Columbia Pictures
62676,A.C. Lyles Productions
62677,Inter Jet Film
62679,Kairos-Film
62681,FJ-Filmi
62682,Essediesse
62683,Gildor Productions
62684,William Conrad Productions
62687,Belvision
62688,Mirisch Films
62690,Fotocena Filmes
62693,Avton Films
62695,Les Films du Carrosse
62702,Studioul Cinematografic Bucuresti
62704,National Telefilm Associates (NTA)
62706,EPIC
62707,Dino de Laurentiis Cinematografica
62708,Twentieth Century Fox
62711,Marianne Productions
62712,Ultra Film
62713,Compagnie Internationale de Productions Cinématographiques (CIPRA)
62714,Zenith Cinematografica
62722,Adelphia Compagnia Cinematografica
62724,Marianne Productions
62728,Les Films de la Boétie
62730,Argon Productions
62731,Metro-Goldwyn-Mayer (MGM)
62732,Palomar Pictures International
62736,Cinematografica Mercedes
62737,Walt Disney Productions
62739,Paramount Pictures
62741,Ada Films
62742,Kettledrum Productions
62745,Andy Warhol Films
62746,Copelfilms
62751,World Film Services
62755,Twentieth Century Fox
62757,Mosfilm
62758,Hemisphere Pictures
62759,Mosfilm
62760,Brotherhood Company
62764,A.C. Lyles Productions
62765,Solar Productions
62767,Connaught Productions
62768,Warner Bros./Seven Arts
62771,Bayerischer Rundfunk (BR)
62776,Dear Film Produzione
62779,Dino de Laurentiis Cinematografica
62782,The Rank Organisation
62785,Cinema S.p.a.
62787,Hammer Films
62789,Les Films Ariane
62790,Woodfall Film Productions
62792,Memorial Enterprises
62793,Walt Disney Productions
62794,Selmur Productions
62803,Dramatic Features
62804,Franz Seitz Filmproduktion
62805,William Conrad Productions
62807,Ambrosiana Cinematografica
62808,Ada Films
62814,Central Cinema Company Film (CCC)
62819,Central Cinema Company Film (CCC)
62820,Craytic
62824,Universal Pictures
62825,Mancori
62827,William Conrad Productions
62829,Universal Pictures
62830,Fidès
62833,Tigon British Film Productions
62836,Films Montana
62844,Cinerama Productions Corp.
62847,Cinetex Industries
62850,Nikkatsu
62851,Toho Company
62852,Toho Company
62853,Toho Company
62855,Fida Cinematografica
62859,Columbia British Productions
62860,Amicus Productions
62861,Dino de Laurentiis Cinematografica
62863,Metro-Goldwyn-Mayer (MGM)
62864,
62865,Metro-Goldwyn-Mayer (MGM)
62868,Salamander Film Productions
62870,Etablissement Sargon
62872,Ivan Foxwell Productions
62873,Parc Film
62875,Elías Querejeta Producciones Cinematográficas S.L.
62880,United Pictures
62883,Arcola Pictures
62884,Eichberg-Film
62885,Associated British-Pathé
62886,Wolper Pictures
62893,Pegaso Cinematografica
62897,Anupam Chitra
62898,Nassau Films
62907,Kinostudiya imeni M. Gorkogo
62909,Hammer Films
62915,Producciones Cinematográficas Balcazar
62917,Columbia Pictures
62919,Constantin Film
62920,Merry Film
62935,Roxy Film
62936,
62941,Pandora
62943,Ibéria Filmes
62946,Three Star Films
62948,Cinematografica Mercedes
62951,Ada Films
62952,
62957,Cobra Films
62960,Azteca Films
62963,MAFILM 3. Játékfilmstúdió
62973,Eve Productions
62974,Warner Bros./Seven Arts
62975,Warner Bros./Seven Arts
62977,Metro-Goldwyn-Mayer British Studios
62978,Twentieth Century Fox
62979,Factory Films (I)
62980,
62981,Sandrews
62984,Herbert Richers Produções Cinematográficas
62985,ABC Pictures International
62989,A.C. Lyles Productions
62990,Motion Pictures International
62993,Sociedad Independiente Filmadora Argentina (S.I.F.A.)
62994,Columbia Pictures
62995,MAFILM Stúdió 1
62997,Office de Radiodiffusion Télévision Française (ORTF)
62998,Fenice Cinematografica
63000,Daiei Studios
63005,Société Nouvelle de Cinématographie (SNC)
63008,Alvaro Mancori Produzioni Cinematografica
63010,Panda Societa per L'Industria Cinematografica
63013,Adel Productions
63018,The Eternal Film Company
63024,Rialto Film Preben-Philipsen
63026,Les Productions René Thévenet
63031,Balzac Films
63032,Adelphia Compagnia Cinematografica
63033,Doria Film
63034,Keep Films
63035,Batjac Productions
63036,West End Films
63041,Irving Allen Productions
63042,Alexandra Produzioni Cinematografiche
63049,Raybert Productions
63050,Warner Bros./Seven Arts
63054,Arena Productions
63056,Selmur Productions
63057,Universal Pictures
63058,American International Pictures (AIP)
63060,Universal Pictures
63063,Giant Film Production
63064,Toei Company
63065,Toei Company
63067,The Rank Organisation
63072,Cocinor
63080,Como Films
63082,Allied Artists Pictures
63090,Cinematográfica Calderón S.A.
63091,Walt Disney Productions
63093,Caralan Productions Ltd.
63094,Milberg Productions
63095,International Theatrical Amusements
63097,Azteca Films
63098,Cherokee Productions
63101,Argent Film Productions
63102,Nob Hill Productions Inc.
63103,Arena Productions
63105,Shaw Brothers
63115,Warner Bros./Seven Arts
63120,G.K. Film
63121,Filmways Pictures
63122,Iduna Film Produktiongesellschaft
63125,Filmska Radna Zajednica (FRZ)
63126,Lisa-Film
63128,Marten Pictures
63129,Universal Pictures
63130,Universal Pictures
63132,Azteca Films
63135,Mirisch Films
63136,Columbia Pictures
63137,Continental Distributing
63140,Quest Film Productions
63141,Hakim
63142,Azteca Films
63146,Rizzoli Film
63149,Sandrews
63152,Les Productions Fox Europa
63155,Universal Pictures
63157,Laughlin
63158,Aico Films
63159,Super International Pictures
63161,Universal Pictures
63164,Gendai Eigasha
63167,Argent Film Productions
63169,Sozosha
63170,Toei Tokyo
63171,Daiei Studios
63172,Toho Company
63173,Nikkatsu
63174,CCC Filmkunst
63177,Viba Film
63180,Mosfilm
63184,American International Pictures (AIP)
63185,Palomar Pictures (I)
63186,Toho Company
63193,Parnass Film
63194,Pioneer Productions
63195,Shochiku
63198,Art Theatre Guild (ATG)
63203,Shochiku
63205,Shochiku
63206,Shochiku
63210,Arcola Pictures
63218,Werner Herzog Filmproduktion
63219,The Associates & Aldrich Company
63224,Compagnie Industrielle et Commerciale Cinématographique (CICC)
63227,Haworth Productions
63231,Metro-Goldwyn-Mayer (MGM)
63233,Centauro Films
63236,Andy Warhol Films
63237,Junction Films Limited
63240,Seven Arts Productions
63242,
63246,Universal Pictures
63254,Franz Seitz Filmproduktion
63255,Hemisphere Pictures
63256,Universal Pictures
63260,Blazer Films
63268,Comptoir Français du Film Production (CFFP)
63270,Rialto Film
63271,Les Films Corona
63272,Boxoffice International Pictures (BIP)
63275,Maxper Producciones Cinematográficas (Maximiliano Pérez Flórez)
63278,Filmové studio Barrandov
63279,Contracuadro
63281,American International Pictures (AIP)
63285,Tigon British Film Productions
63286,Two Faces
63288,Euro Film
63291,Cuban State Film
63293,Produzioni Europee Associate (PEA)
63297,Filmways Pictures
63299,Lau Lauritzen Film
63303,Group W
63304,Saga Studio
63306,American International Pictures (AIP)
63308,American Broadcasting Company (ABC)
63310,Desilu Productions
63311,Red Ram Productions
63319,Euro International Film (EIA)
63323,Filmes Cinematografica
63325,Metro-Goldwyn-Mayer (MGM)
63330,Cinematográfica Calderón S.A.
63332,Lenfilm Studio
63333,Lenfilm Studio
63335,Poore-Todd Productions
63338,Kettledrum Films
63340,Lion Film
63341,Walt Disney Productions
63348,Tandem Productions
63350,Image Ten
63356,Sol C. Siegel Productions
63363,Films 59
63364,Intercontinental Pictures
63366,Patara
63369,Mosfilm
63370,Super International Pictures
63371,Filmové studio Barrandov
63374,Paramount Pictures
63376,Crossroads World Film Services
63379,Produzioni Atlas Consorziate (P.A.C.)
63380,
63383,Universal Productions France
63384,Svensk Filmindustri (SF)
63385,Romulus Films
63386,Nordisk Film
63389,Walt Disney Productions
63390,Beecord Production Ltd.
63395,Gaumont International
63401,Pressman-Williams Productions
63402,Universal Pictures
63404,Mehmood Productions
63406,"M.N. Produzioni Cinematografiche, C.F.C."
63410,Stuart Miller Productions
63413,Société Nouvelle de Cinématographie (SNC)
63414,Red Film
63415,The Mirisch Corporation
63426,Petersham Pictures
63429,Cherokee Productions
63439,"Copercines, Cooperativa Cinematográfica"
63442,APJAC Productions
63443,Lowndes Productions Limited
63446,Posa Films
63452,George Pal Productions
63456,Twentieth Century Fox
63458,Les Films Corona
63459,John Beck-Naho Productions
63462,Crossbow Productions
63464,Fair Film
63465,William Castle Productions
63467,Twentieth Century-Fox Productions
63469,Dick Clark Productions
63472,TOP-FILM München
63473,FJ-Filmi
63479,Daiano Film
63480,C.C. Champion
63483,Kayos Productions
63485,Documento Film
63486,Filmena S.R.L.
63488,Cinétel
63489,Studioul Cinematografic Bucuresti
63490,Studioul Cinematografic Bucuresti
63493,Filmstudio Bucuresti
63500,Castoro
63501,Produzioni Europee Associate (PEA)
63508,Documento Film
63513,Bluewood
63518,BHE Films
63522,William Castle Productions
63523,Ross Hunter Productions
63526,Compagnia Generale Finanziaria Cinematografica
63527,Filmové studio Barrandov
63528,Hispamer Films
63529,Zanzibar Films
63530,ASA Film
63531,ASA Film
63533,Mehmood Productions
63534,Chrislaw Productions
63544,Gendai Eigasha
63549,Rodiacines
63552,Congdon Productions
63553,American International Pictures (AIP)
63555,Armenfilm
63557,Bristol Films
63563,Alfa Film
63564,Peter Walker (Heritage) Ltd.
63565,Central Cinema Company Film (CCC)
63568,Paris Etolie Films
63569,Sidney Lumet Productions
63570,Maccius
63571,World Film Services
63572,Chanford
63573,Albion Film Corp. (I)
63576,Italnoleggio Cinematografico
63580,B.L. Vision
63581,Bond Films
63582,Clesi Cinematografica
63583,Francoriz Production
63584,Roncom Films
63585,Robert Wise Productions
63586,Euroatlantica
63587,Circus Film
63591,Universal Pictures
63592,Palomar Pictures International
63594,Lorenzo Productions
63595,Mayflower Pictures
63596,Shaw Brothers
63598,Sozosha
63599,Metro-Goldwyn-Mayer (MGM)
63607,Empire Film Studios
63608,Sun Art Enterprises
63611,Cinematograph AB
63612,Otto Preminger Films
63615,Mosfilm
63616,
63621,Hall Bartlett Productions
63622,Merry Film
63633,Filmové studio Barrandov
63634,Metro-Goldwyn-Mayer (MGM)
63636,Metro-Goldwyn-Mayer (MGM)
63638,VEB DEFA-Studio für Spielfilme
63642,Robert Wise Productions
63643,Metro-Goldwyn-Mayer (MGM)
63646,O.P.E.R.A.
63647,Paramount Pictures
63650,Fida Cinematografica
63651,Elías Querejeta Producciones Cinematográficas S.L.
63654,Metro-Goldwyn-Mayer (MGM)
63655,Mirisch Films
63661,Gina Production
63662,Euterpe
63663,Horizon Pictures
63671,Saticoy Productions
63673,Allfin A.G.
63674,Ascot
63678,Aetos Produzioni Cinematografiche
63679,Filmamerica
63680,Torres International
63683,Amsterdam Film
63684,Capitole Films
63688,The Mirisch Corporation
63690,Rivamarsh
63693,American International Pictures (AIP)
63694,Associated Television (Overseas) Limited
63699,Filmstudio Bucuresti
63704,Constantin Film
63705,Allianz Filmproduktion
63707,Aica Cinematografica S.R.L
63709,Film Designs Ltd.
63715,Les Films Marceau
63718,Los Capitanes
63723,Pedro Masó Producciones Cinematográficas
63724,Rapid Film
63728,Christina Films
63729,Charter Film Productions
63731,Fennada-Filmi
63732,Palladium
63736,Anouchka Films
63737,Parc Film
63740,Loisirs du Monde
63742,Atlantica Cinematografica Produzione Films
63746,"Copercines, Cooperativa Cinematográfica"
63747,Compagnia Generale Finanziaria Cinematografica
63748,Marlukin
63751,Lion Film
63752,Mosfilm
63754,Produzione D.S. (Dario Sabatello)
63759,Svensk Filmindustri (SF)
63763,"Copercines, Cooperativa Cinematográfica"
63764,Constantin Film
63765,Hammer Films
63768,MAFILM IV. Játékfilmstúdió
63769,Artfilm
63771,Production Artistique et Cinématographique (PAC)
63775,Paramount Pictures
63787,Coldstream Films
63790,Roger Corman Productions
63791,Filmové studio Barrandov
63794,Mosfilm
63798,VEB DEFA-Studio für Spielfilme
63799,Universal Pictures
63800,Columbia Pictures
63801,Metro-Goldwyn-Mayer (MGM)
63803,Trimod Films
63805,Edward Small Productions
63806,"Zespol Filmowy ""Rytm"""
63807,Filmakers Productions
63808,American International Pictures (AIP)
63811,Paramount Pictures
63818,Central Cinema Company Film (CCC)
63821,Arwin Productions
63822,Toho Company
63823,Apple Corps
63824,Mosfilm
63827,Sam Katzman Productions
63829,Desilu Productions
63834,Daiei Studios
63835,Daiei
63840,Mosfilm
63843,Société Nouvelle de Cinématographie (SNC)
63844,Filmové studio Barrandov
63845,Mosfilm
63849,Rialto Film
63850,Memorial Enterprises
63851,Filmayer
63853,"Copercines, Cooperativa Cinematográfica"
63859,Produzioni Europee Associate (PEA)
63876,Art Theatre Guild (ATG)
63970,Marvin Schwartz Productions
63976,El Tigre
63977,Corona Filmproduktion
63979,Colt Produzioni Cinematografiche
63983,Filmayer
63985,Associated London Films
63991,Nautilus Productions
63995,Mifune Productions Co. Ltd.
64000,Bernard Smith Productions
64002,Elkins Entertainment
64004,Max L. Raab Productions
64006,J.C. Productions
64011,Filmska Radna Zajednica (FRZ)
64013,Atlántida Films
64019,Castoro
64020,Documento Film
64021,Argos Films
64024,Norsk Film
64026,Universal Pictures
64029,Júlio Bressane Produções Cinematográficas
64030,Hal Wallis Productions
64035,Martin Poll Productions
64036,Jalem Productions
64037,Jupiter Generale Cinematografica
64038,
64040,Les Films Corona
64041,Athena Productions
64045,Heathfield
64055,Dundee Productions
64059,MCA-TV
64063,Filmstudio Bucuresti
64066,Intermondia Films
64067,Shaw Brothers
64068,Art Theatre Guild (ATG)
64069,Dino de Laurentiis Cinematografica
64072,Spitfire Productions
64073,Filmena S.R.L.
64074,Oscar Lewenstein Productions
64075,Columbia Pictures
64081,Bridge Productions
64086,Mrinal Sen Productions
64087,Greenway Productions
64088,Francisco Diez Barroso
64091,Bosna Film
64096,Maris Film
64100,Columbia Pictures
64101,
64103,Sandrews
64105,Amboto Producciones Cinematográficas
64106,Les Films de la Boétie
64107,Cinema Center Films
64109,Mapa Filmes
64110,Wolper Pictures
64111,Maya Films
64115,Campanile Productions
64116,Rafran Cinematografica
64117,Columbia Pictures
64122,Spear Productions
64123,Taralex
64126,Les Films Océanic
64130,Sociedad Independiente Filmadora Argentina (S.I.F.A.)
64132,The Rank Organisation
64133,The Rank Organisation
64137,Filmways Pictures
64140,Aspa Producciones Cinematográficas
64145,Clesi Cinematografica
64146,Gaumont International
64147,Cine Experimental de la Universidad de Chile
64148,APJAC Productions
64153,Groupe 5
64155,National General Pictures
64156,American International Pictures (AIP)
64158,Richard Fleischer
64160,Eve Productions
64165,Fida Cinematografica
64167,Julia Film
64169,Les Productions Fox Europa
64170,Les Films du Griffon
64172,Les Productions de la Guéville
64175,San Marco
64177,Universal Pictures
64178,Cine RED
64179,Acre Enterprises
64180,Kaleidoscope Films
64186,Zenith Cinematografica
64188,Hammer Films
64192,Herman Cohen Productions
64193,Bamore
64203,"Zespól Filmowy ""Studio"""
64208,Produzione Esecutiva Cinematografica (PEC)
64209,Red Lion
64212,American International Pictures (AIP)
64217,Universal Pictures
64223,Notucan S.C.A.
64224,Kinostudiya imeni M. Gorkogo
64225,Cité Films
64226,Atlántida Films
64227,Meadway Productions
64231,American International Pictures (AIP)
64232,Fildebroc
64235,Primex
64237,Cine Azimut
64240,Società Europea Produzioni Associate Cinematografiche (SEPAC)
64241,Raj Khosla Films
64243,Flora Film
64247,Joseph E. Levine Productions
64253,Wildwood
64255,Vega international Pictures
64256,Mapa Filmes
64258,Shaw Brothers
64259,National General Pictures
64265,Shaw Brothers
64268,Mosfilm
64269,Mosfilm
64272,Ancinex
64273,D.C. 7 Produzione
64276,Pando Company Inc.
64278,United Pictures Organization
64283,Morning Star Productions
64294,Société Nouvelle de Cinématographie (SNC)
64296,Gendai Eigasha
64297,Kinesis Films
64300,Tiger Film
64307,Metro-Goldwyn-Mayer (MGM)
64310,Joseph L. Schenck Enterprises
64316,Filmové studio Barrandov
64321,Dalia Productions
64323,Cinegai S.p.A.
64324,Ascot
64327,Cythère Films
64328,Caralan Productions Ltd.
64329,Cinema Center Films
64331,The Mirisch Corporation
64333,GMF
64337,Shaw Brothers
64338,Balcázar Producciones Cinematográficas
64343,Ada Films
64350,Avala Film
64351,Kalender-E. Piedra
64353,Mifune Productions Co. Ltd.
64356,Iranian Ministry of Culture
64357,The Mirisch Production Company
64360,Daiei
64363,Fanfare Films
64368,Aryana Film
64369,ASA Productions
64370,United-Westco
64371,Sandrews
64373,Toho Company
64379,Robert Goldstein Productions
64381,Willow Tree
64382,APJAC Productions
64385,Mosfilm
64386,Clesi Cinematografica
64387,Fuji Television Network
64389,Madeleine Films
64390,C.A.P.A.C.
64391,Warner Bros./Seven Arts
64393,Lun Film
64394,Caro-Film GmbH
64395,The Mirisch Production Company
64396,Twentieth Century Fox
64397,John Frankenheimer Productions Inc.
64399,Cinema Center Films
64400,Filmways Pictures
64403,Scimitar Films
64405,Pax Enterprises
64406,Twentieth Century Fox
64409,King Brothers Productions
64410,Allianz Filmproduktion
64411,Allianz Filmproduktion
64415,Tracom
64417,Ivan Tors Productions
64418,Chenault Productions
64423,Cité Films
64425,Gaumont International
64426,Toei Company
64431,Divina-Film
64433,Contact Film A/S
64437,Roxanne
64439,Jerry Lewis Productions
64443,Tigon
64448,Universal Pictures
64449,Naho Productions
64451,Golden Harvest Company
64458,Franz Seitz Filmproduktion
64462,Triumvirate Films
64465,American Film Institute (AFI)
64466,C-B Productions
64470,Ambassador Productions
64471,Wolper Pictures
64473,SKM
64485,Mega Film
64488,Salaria Film
64490,Proartel S.A.
64494,Etablissement Sargon
64498,MAFILM Stúdió 1
64505,Oakhurst Productions
64506,NH Studioz
64507,Houwer-Film
64509,Adel Productions
64510,American Broadcasting Company (ABC)
64512,Toho Company
64513,Debrod
64519,Century 21 Television
64526,Twentieth Century Fox
64529,"CFRZ, Beograd"
64532,Contifilm
64534,CCC Filmkunst
64536,Antiteater-X-Film
64541,Kestrel Films
64542,Tallinnfilm
64546,Filmové studio Barrandov
64552,Linda Film
64553,Lenfilm Studio
64554,Kinostudiya imeni M. Gorkogo
64555,Cinerama Productions Corp.
64556,Shochiku Ofuna
64557,Unabhängige Filmproduktion
64558,FJ-Filmi
64570,"Zespol Filmowy ""Kamera"""
64571,Fida Cinematografica
64573,Alsid Productions
64574,Warner Bros.
64576,Les Films Marceau
64579,Winger
64580,Tritone Cinematografica
64582,Mapa Filmes
64588,Antiteater-X-Film
64590,United Pictures Organization
64591,Max L. Raab Productions
64593,Zanzibar Films
64597,Domino Films
64598,Bino Cicogna
64602,Universal Pictures
64603,Walt Disney Productions
64605,Robertson-Kay Productions
64606,Universal Pictures
64609,Instituto Cubano del Arte e Industrias Cinematográficos (ICAIC)
64611,Junior Film
64612,Compagnie Française de Distribution Cinématographique (CFDC)
64615,Columbia Pictures
64616,Condor Filmes
64617,Columbia Pictures
64620,Delta Films
64621,Commonwealth United Entertainment
64622,Grand Films Limited
64624,Cannon Films
64625,Supreme Mix Productions
64626,VIP Production
64627,Metro-Goldwyn-Mayer (MGM)
64628,Lenfilm Studio
64629,Universal Pictures
64631,ASA Film
64638,Beckerman Productions
64639,Columbia Pictures
64643,Clesi Cinematografica
64645,Winchester Productions
64646,Madeleine Films
64649,Distrifilm SA
64651,Cinema Center Films
64652,H & J
64660,Euro International Film (EIA)
64662,Houwer-Film
64664,American Broadcasting Company (ABC)
64665,Jerome Hellman Productions
64666,Lau Lauritzen Film
64667,
64674,Films Paris-New York
64679,Columbia Pictures
64680,Georgian-Film
64682,Clesi Cinematografica
64683,Dreamland
64684,Bell & Howell
64686,Parkfilm
64687,Eichberg-Film
64691,Warner Bros./Seven Arts
64694,Jet Films
64695,Aubrey Schenck Productions
64696,Independent Film
64699,Oakmont Productions
64703,General Egyptian Cinema Organisation
64704,Brigitte
64708,Paramount Pictures
64713,Devon Film
64714,American-International Television (AIP-TV)
64715,Rio Pinto Productions
64718,Francos Films
64724,Dudley Birch Productions
64726,Cinema IV
64727,Fénix Cooperativa Cinematográfica
64728,Gina Production
64729,Paragon International Pictures
64730,Toei Company
64733,Toho Company
64743,Walter Seltzer Productions
64747,American International Pictures (AIP)
64748,Scorpio Film Productions
64754,Accord Productions
64755,Nordisk Film
64757,Eon Productions
64760,Warner Bros./Seven Arts
64763,Canyon Films Distribution
64764,Daiei Studios
64765,Odessa Film Studios
64769,MAFILM 1. Játékfilmstúdió
64774,Janus Film und Fernsehen
64775,Bruce Cohn Curtis Films Ltd.
64777,Shochiku
64779,Marianne Productions
64781,Elisabeth Films
64782,Alan Jay Lerner Productions
64785,Mosfilm
64787,Medusa Distribuzione
64789,Cinematografica Associati (CI.AS.)
64791,Greenwich Film Productions
64793,Svensk Filmindustri (SF)
64796,Comacico
64797,Pendulum Productions
64800,Franz Seitz Filmproduktion
64804,Société Nouvelle de Cinématographie (SNC)
64806,Chuck Jones Enterprises
64808,Campbell-Silver-Cosby Corporation
64815,Georgian-Film
64819,Jack Hill Productions
64820,King Screen Productions
64821,Filmové studio Barrandov
64823,Filmituotanto Spede Pasanen
64825,Polish Corporation for Film Production
64827,Herbert B. Leonard Productions
64828,I Film Dell'Orso
64839,Kinostudiya imeni M. Gorkogo
64840,Twentieth Century-Fox Productions
64843,Filmové studio Barrandov
64846,
64853,Filmar Compagnia Cinematografica
64855,Herald Productions (II)
64860,Cronocinematografica S.p.a.
64861,Les Films de la Boétie
64866,Produzioni Europee Associate (PEA)
64868,Posa Films
64873,American Zoetrope
64874,Avala Film
64875,Walt Disney Productions
64881,Columbia Pictures Corporation
64886,Cinema Center Films
64888,Anabel Films S.A.
64893,Palomar Pictures International
64895,William Castle Productions
64902,Transatlantic Production
64904,Pan Latina Films
64905,Independent Film
64907,Benmar Productions
64909,Columbia Pictures
64911,Fanfare Films
64912,"Zespól Filmowy ""Kadr"""
64915,Naya Sansar
64916,Produzioni Europee Associate (PEA)
64923,Brighton Pictures
64924,Cannon Productions
64930,Cinematográfica Sotomayor
64932,Cinematográfica Sotomayor
64939,Independent-International Pictures
64940,Produzioni Europee Associate (PEA)
64943,Titan International Productions
64949,Amicus Productions
64950,
64952,Stanley Kramer Productions
64959,Polifilm
64961,Mushi Productions
64964,Metheus Film
64979,Roxy Film
64988,Mirisch-Webb
