imdb_title_id,genre
20900,"Action, Crime, Drama"
20902,"Comedy, Musical"
20919,"Comedy, Romance"
20924,"Musical, Romance"
20926,"Comedy, Drama, Music"
20929,"Comedy, Musical"
20938,Adventure
20945,"Comedy, Musical"
20949,Musical
20959,"Drama, Romance"
20960,"Drama, War"
20966,"Crime, Drama, Romance"
20980,"Crime, Drama, Romance"
20985,"Comedy, Drama"
20987,"Comedy, Romance"
21001,"Drama, History, Romance"
21013,"Drama, War"
21016,"Comedy, Fantasy, Musical"
21025,"Animation, Comedy, Music"
21040,"Drama, Romance"
21042,"Romance, Comedy, Drama"
21044,"Drama, Romance"
21048,"Action, Adventure, Romance"
21053,"Comedy, Romance"
21060,"Comedy, Drama"
21061,"Comedy, Musical, Romance"
21069,"Comedy, Musical, Romance"
21070,"Action, Adventure, Drama"
21074,Drama
21079,"Action, Crime, Drama"
21087,"Comedy, Romance"
21090,"Drama, Music, Romance"
21092,"Action, Crime, Drama"
21094,"Musical, Romance"
21100,"Comedy, Musical, Romance"
21102,"Comedy, Romance"
21106,"Comedy, Drama, Musical"
21110,"Comedy, Music, Romance"
21121,"Romance, Drama"
21128,"Mystery, Thriller"
21132,Comedy
21133,"Comedy, Music, Romance"
21134,"Comedy, Romance"
21140,"Action, Drama"
21148,"Comedy, Drama"
21149,"Adventure, Drama"
21152,"Comedy, Drama, Musical"
21153,"Comedy, Musical, Romance"
21156,"Drama, Romance"
21165,"Crime, Mystery, Thriller"
21178,"Drama, Musical, Romance"
21189,"Comedy, Romance"
21191,"Drama, Romance"
21197,"Drama, Romance"
21216,Drama
21217,"Comedy, Romance"
21223,"Drama, Music, Romance"
21224,"Crime, Drama, Romance"
21225,"Drama, Fantasy"
21228,"Drama, Film-Noir"
21232,"Comedy, Music"
21239,"Crime, Drama, Romance"
21240,Drama
21247,Drama
21263,"Comedy, Drama, Music"
21268,Comedy
21273,Drama
21276,"Music, Romance"
21280,"Comedy, Musical, Romance"
21281,"Adventure, Crime, Drama"
21282,"Comedy, Drama, Romance"
21283,"Comedy, Drama"
21287,"Comedy, Romance"
21292,Drama
21294,"Adventure, Comedy, Crime"
21295,"Action, Adventure, Romance"
21297,"Adventure, Mystery, Romance"
21303,"Drama, Romance, Western"
21304,Drama
21307,"Musical, Romance"
21309,"Animation, Adventure, Comedy"
21310,"Drama, Romance"
21322,Comedy
21324,"Crime, Drama, Romance"
21331,Fantasy
21335,"Drama, Romance"
21345,"Action, Romance, Thriller"
21365,"Action, Crime, Drama"
21371,"Comedy, Musical, Drama"
21374,"Drama, Romance"
21376,Drama
21377,"Comedy, Romance"
21381,"Adventure, Crime, Romance"
21382,"Drama, Romance"
21394,"Comedy, Musical"
21400,"Drama, Romance"
21401,"Drama, Music, Romance"
21406,"Crime, Drama"
21408,"Comedy, Musical, Romance"
21409,"Comedy, Drama, Musical"
21413,"Comedy, Musical, Romance"
21420,"Crime, Drama, Romance"
21435,Musical
21439,"Musical, Romance"
21463,"Adventure, Romance, Western"
21464,"Musical, Drama"
21472,Drama
21483,"Adventure, Comedy, Drama"
21484,Drama
21486,"Comedy, Musical, Romance"
21492,"Action, Comedy, Romance"
21493,"Drama, Romance"
21505,"Crime, Drama, Romance"
21508,"Comedy, Crime, Drama"
21511,"Musical, Romance"
21525,"Drama, Romance, War"
21531,"Drama, Romance, War"
21533,"Action, Comedy, Music"
21534,"Romance, Drama"
21542,"Drama, Romance, War"
21549,"Comedy, Musical, Romance"
21550,Comedy
21551,"Crime, Drama, Romance"
21568,"Comedy, Musical, Romance"
21571,Drama
21577,"Comedy, Drama"
21580,Drama
21594,"Drama, Fantasy"
21595,"Biography, Drama, History"
21599,Fantasy
21606,Comedy
21607,"Crime, Drama, Romance"
21615,Drama
21622,Drama
21632,"Comedy, Drama, Romance"
21633,"Comedy, Drama, Romance"
21635,"Drama, Romance"
21636,Drama
21647,"Comedy, Romance"
21649,"Drama, Romance"
21653,"Drama, War"
21654,"Crime, Drama"
21657,Romance
21659,"Crime, Drama, Romance"
21668,"Crime, Mystery, Thriller"
21673,"Comedy, Crime, Drama"
21681,"Comedy, Drama, Musical"
21684,"Drama, Romance, War"
21695,Comedy
21697,Comedy
21707,Comedy
21725,"Comedy, Musical"
21730,"Drama, Sport"
21732,"Drama, Romance, War"
21733,Mystery
21735,Drama
21739,"Crime, Drama"
21743,"Crime, Drama"
21746,"Drama, Western"
21749,"Comedy, Drama, Romance"
21750,"Crime, Drama, Film-Noir"
21754,"Crime, Drama"
21756,"Romance, Drama"
21759,"Comedy, Fantasy, Romance"
21761,Drama
21764,"Adventure, Crime, Romance"
21768,"Comedy, Musical, Romance"
21770,"Crime, Drama, Romance"
21772,"Musical, Romance"
21775,"Comedy, Romance"
21778,"Crime, Drama, Romance"
21780,"Comedy, Romance"
21785,"Crime, Drama"
21786,Drama
21793,"Comedy, Musical, Romance"
21798,"Comedy, Drama, Romance"
21799,Adventure
21807,"Comedy, Romance"
21814,"Drama, Fantasy, Horror"
21815,"Drama, Fantasy, Horror"
21818,"Comedy, Drama, Musical"
21820,"Crime, Drama, Horror"
21825,"Drama, Romance"
21826,"Drama, Romance"
21828,Adventure
21829,Comedy
21836,"Adventure, Family, Drama"
21840,"Comedy, Romance"
21845,Drama
21847,"Crime, Drama, Romance"
21859,"Comedy, Musical, Romance"
21861,"Romance, Western"
21864,Sci-Fi
21865,"Crime, Drama"
21873,"Crime, Drama"
21874,"Drama, Romance"
21879,"Comedy, Musical, Romance"
21884,"Drama, Horror, Romance"
